OBJECTID,bogFID,embFID,CropStatus,TOWN,EMBAY_NAME,NO3_mgl_p25,NO3_mgl_p50,NO3_mgl_p75,TN_mgl_p25,TN_mgl_p50,TN_mgl_p75,bogsurf_area_m2,bogsurf_perim_m2,marg_bogshed_area_m2,ZS_MAX_FA_D8_gwelid0,bog_count,NO3_mgl,TN_mgl,bogshed_area_m2,bogshed_area_ha,bogsurf_area_ha,marg_bogshed_area_ha,Q_m3y,marg_Q_m3y,Q_m3d,marg_Q_m3d,NO3_Load_kgN_y,NO3_Loading_Rate_kgN_ha_y,TN_Load_kgN_y,TN_Loading_Rate_kgN_ha_y,HLR_md,marg_NO3_Load_kgN_y,marg_NO3_Loading_Rate_kgN_ha_y,marg_TN_Load_kgN_y,marg_TN_Loading_Rate_kgN_ha_y,marg_HLR_md,LR_kghay_CCC,LR_kghay_MEP,LR_kghay_MEP_Buildout,TN_Load_kgN_y_CCC,TN_Load_kgN_y_MEP,TN_load_kgN_y_MEP_Buildout,marg_TN_Load_kgN_y_CCC,marg_TN_Load_kgN_y_MEP,marg_TN_load_kgN_y_MEP_Buildout,TN_load_kgN_y_FERT
11,632,10,active,Falmouth,GreatPond,0.043068066239356995,0.08053160458803177,0.14411501586437225,0.629914402961731,0.7092854380607605,0.7979525923728943,7920.979892225877,7920.979892225877,64300,642,1,0.08053160458803177,0.7092854380607605,64200,6.42,0.7920979892225877,6.43,44436.03,44505.245,121.65921971252567,121.84872005475702,3.5785047974219175,4.517755184474178,31.517829004231096,39.790315634009595,0.015359112302750484,3.5840787924334783,4.5247921863191545,31.56692219582647,39.852294318797775,0.015383036153689349,12.205936386922463,5.80592433963383,7.980562363384214,78.36211160404221,37.274034260449184,51.23521037292665,78.48417096791144,37.33209350384552,51.3150159965605,8.72488014148788
12,195,49,active,Mashpee,WaquoitBay,0.08559629321098328,0.18217729032039642,0.3423055410385132,0.6514546275138855,0.7377312183380127,0.8263392448425293,24078.145607281207,24078.145607281207,556200,5561,1,0.18217729032039642,0.7377312183380127,556100,55.61,2.4078145607281205,55.62,384904.615,384973.83,1053.8114031485284,1054.0009034907598,70.12087979251541,29.12220938281515,283.95615056787375,117.93107127070688,0.043766302452704534,70.13348919366494,29.12744624837581,284.00721263415096,117.95227808086163,0.04377417267432883,12.046572196333033,5.966888345830565,10.80119340961564,669.90987983808,331.8186609116377,600.6543655087257,670.0303455600432,331.878329795096,600.7623774428218,26.521836604964175
13,630,10,active,Falmouth,GreatPond,0.040592461824417114,0.07874994724988937,0.14617043733596802,0.6283332705497742,0.707744300365448,0.7954862713813782,3297.8985787272636,3297.8985787272636,138300,78138,1,0.07874994724988937,0.707744300365448,7813800,781.38,0.32978985787272636,13.83,5408321.67,95724.345,14807.1777412731,262.07897330595483,425.9050462229336,1291.4437362330905,3827.708836485441,11606.50864515865,4.489882689778634,7.538287119280211,22.85785005004433,67.74835957996578,205.42887527521074,0.07946847577316864,12.205936386922463,5.80592433963383,7.980562363384214,9537.474574013475,4536.633160503082,6235.8518195011575,168.80810023113767,80.29593361713586,110.37117748560368,3.6326023054822936
14,631,10,active,Falmouth,GreatPond,0.040592461824417114,0.07874994724988937,0.14617043733596802,0.6283332705497742,0.707744300365448,0.7954862713813782,25597.665757845894,25597.665757845894,17100,170,1,0.07874994724988937,0.707744300365448,17000,1.7,2.5597665757845895,1.71,11766.55,11835.765,32.215058179329226,32.404558521560574,0.9266151918131857,0.36199206622157354,8.327708697465061,3.2533078508975177,0.0012585154632490287,0.9320658694120868,0.3641214313169946,8.376695219214856,3.2724449559027975,0.0012659184953857877,12.205936386922463,5.80592433963383,7.980562363384214,20.750091857768187,9.87007137737751,13.566956017753164,20.872151221637413,9.928130620773848,13.646761641387005,28.195572855609676
15,165,10,active,Falmouth,GreatPond,0.03876681253314018,0.07829789072275162,0.1505471020936966,0.6267885565757751,0.7078983783721924,0.7974810004234314,40162.42109225298,40162.42109225298,7658500,76584,1,0.07829789072275162,0.7078983783721924,7658400,765.84,4.016242109225298,765.85,5300761.5600000005,5300830.775,14512.694209445586,14512.883709787817,415.03844937224244,103.33999746153255,3752.400512461653,934.3063516620172,0.36135008335553187,415.0438687607488,103.34134682951361,3752.449509647912,934.3185514211268,0.36135480170510037,12.205936386922463,5.80592433963383,7.980562363384214,9347.7943225607,4446.409096265173,6111.833880374167,9347.91638192457,4446.467155508569,6111.913685997801,44.238505208905735
16,194,31,active,Mashpee,PopponessetBay,0.1105395257472992,0.22420230507850647,0.40619322657585144,0.6660942435264587,0.7575114965438843,0.8543073534965515,10391.190959413741,10391.190959413741,100700,1006,1,0.22420230507850647,0.7575114965438843,100600,10.06,1.039119095941374,10.07,69630.29000000001,69699.505,190.63734428473649,190.82684462696784,15.61127152128488,15.023563306900916,52.745745182684665,50.76005761870872,0.018346053405171182,15.626789683830888,15.038497266450518,52.79817634091795,50.81051493244501,0.018364290038774735,14.461650047998996,4.762395669610528,7.787956639505174,145.4841994828699,47.90970043628191,78.34684379342205,145.62881598334988,47.957324392978016,78.4247233598171,11.445792929884641
17,194,31,active,Mashpee,PopponessetBay,0.12707361578941345,0.24568191170692444,0.43124428391456604,0.6696259379386902,0.7581225037574768,0.8562044501304626,29644.390776057342,29644.390776057342,113800.00000000001,17429,1,0.24568191170692444,0.7581225037574768,1742900,174.29,2.9644390776057343,11.38,1206348.235,78766.67000000001,3302.8014647501714,215.6513894592745,296.37794055907415,99.97774715560944,914.5597443216132,308.51021740688583,0.11141404421836591,19.351546064388458,6.527894673422661,59.714785073038946,20.143704596307078,0.007274610265677917,14.461650047998996,4.762395669610528,7.787956639505174,2520.520986865745,830.0379412564188,1357.3629626993566,164.5735775462286,54.19606272016781,88.62694655756889,32.6529999959194
18,194,31,active,Mashpee,PopponessetBay,0.1506022959947586,0.27011433243751526,0.4535335302352905,0.6634290218353271,0.7397524118423462,0.8258777260780334,8456.565169964393,8456.565169964393,1629199.9999999998,16291,1,0.27011433243751526,0.7397524118423462,1629100,162.91,0.8456565169964393,162.92,1127581.5650000002,1127650.78,3087.150075290897,3087.339575633128,304.5759416988238,360.1650736171247,834.1311822577173,986.3711394554647,0.36505957362638,304.5946376623434,360.1871818409057,834.1823842209029,986.43168645316,0.36508198229212335,14.461650047998996,4.762395669610528,7.787956639505174,2355.9474093195163,775.841878536251,1268.7360161417878,2356.0920258199963,775.8895024929471,1268.8138957081828,9.314821969064079
19,326,-1,active,Falmouth,NA,0.21816740930080414,0.315936416387558,0.4416535496711731,0.7108834385871887,0.8107016086578369,0.8981054425239563,45008.83428175421,45008.83428175421,1285200,12851,1,0.315936416387558,0.8107016086578369,1285100,128.51,4.50088342817542,128.52,889481.9650000001,889551.18,2435.2688980150583,2435.4583983572898,281.0197444634633,62.43657471870669,721.1044598976339,160.21398274470687,0.054106464583604505,281.04161200252355,62.441433218023356,721.1605726094771,160.22644978873024,0.05411067487576726,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.57678087300944
20,673,-1,active,Falmouth,NA,0.23442283272743225,0.3196445107460022,0.4240301847457886,0.7125939130783081,0.8063811659812927,0.8870499730110168,14994.486680011252,14994.486680011252,48300,482,1,0.3196445107460022,0.8063811659812927,48200,4.82,1.4994486680011252,4.83,33361.630000000005,33430.845,91.33916495550993,91.52866529774128,10.663861899039151,7.111855261610829,26.90219009843648,17.94138783977118,0.0060915166290601815,10.685986093850433,7.126610148045704,26.95800377083987,17.97861063611925,0.006104154630365286,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.516277133165595
21,586,53,active,Falmouth,WildHarbor,0.1894637495279312,0.2945743799209595,0.43483877182006836,0.6894403696060181,0.781818687915802,0.8657770752906799,45708.37547230815,45708.37547230815,876500,8764,1,0.2945743799209595,0.781818687915802,876400,87.64,4.570837547230815,87.65,606600.26,606669.475,1660.7809993155374,1660.9704996577686,178.6888954493928,39.09325011072625,474.2514193625844,103.7559122288001,0.03633428189373523,178.709284415099,39.09771077367818,474.30553294306844,103.76775110513837,0.03633842774972493,15.788360876261512,10.021932009716432,11.302253488516008,1383.691947195559,878.322121331548,990.529495733543,1383.8498308043215,878.4223406516453,990.6425182684281,50.347318498992706
22,586,53,active,Falmouth,WildHarbor,0.19543206691741943,0.2954106330871582,0.4264441132545471,0.6856701374053955,0.7736005187034607,0.8530647158622742,4267.869993266107,4267.869993266107,254400,2543,1,0.2954106330871582,0.7736005187034607,254300,25.43,0.4267869993266107,25.44,176013.74500000002,176082.96,481.899370294319,482.0888706365503,51.996331842491635,121.83204250488424,136.1643244309387,319.04515518462443,0.11291332000615419,52.01677868946075,121.87995129076894,136.21786919084073,319.1706153321606,0.1129577216262903,15.788360876261512,10.021932009716432,11.302253488516008,401.49801708333024,254.85773100708886,287.41630621296207,401.65590069209287,254.95795032718604,287.5293287478473,4.701016118882684
23,192,49,abandoned,Mashpee,WaquoitBay,0.04011370614171028,0.09738308191299438,0.22102534770965576,0.6327506899833679,0.7036730647087097,0.7827756404876709,10298.556625229528,10298.556625229528,30500,196177,1,0.09738308191299438,0.7036730647087097,19617700,1961.77,1.029855662522953,3.05,13578391.055,21110.575,37175.608637919235,57.79760438056126,1322.3055683557352,1283.971741356779,9554.74804748518,9277.754538998059,3.6097882441939464,2.0558128544554117,1.9962145466278802,14.85494300801307,14.42429609176615,0.005612204358712559,12.046572196333033,5.966888345830565,10.80119340961564,23632.603937600252,11705.662550200028,21189.457195181676,36.742045198815745,18.199009454783223,32.9436398993277,0
24,193,49,active,Mashpee,WaquoitBay,0.042834892868995667,0.10511121153831482,0.23887446522712708,0.6337512731552124,0.7051709294319153,0.7866277694702148,28176.1874582463,28176.1874582463,67800,195872,1,0.10511121153831482,0.7051709294319153,19587200,1958.72,2.81761874582463,6.78,13557280.48,46927.770000000004,37117.811033538674,128.48123203285422,1425.0221764175462,505.7540799404663,9560.200076650763,3393.0069818061165,1.3173468230413636,4.932634759491384,1.750639530916293,33.092099187067156,11.744704366446186,0.004559922531153226,12.046572196333033,5.966888345830565,10.80119340961564,23595.861892401437,11687.463540745244,21156.51355528235,81.67575949113797,40.45550298473123,73.23209131719405,31.03578872338371
25,399,7,active,Barnstable,CentervilleRiver,0.591508686542511,0.7829322218894958,0.9875032901763916,1.0886704921722412,1.2930967807769775,1.5097956657409668,5365.682748872199,5365.682748872199,2100,20,1,0.7829322218894958,1.2930967807769775,2000,0.2,0.5365682748872199,0.21,1384.3,1453.515,3.790006844626968,3.9795071868583163,1.083813074761629,2.019897793974929,1.79003387362957,3.336078477628617,7.06341955350152e-4,1.1380037284997107,2.1208926836736763,1.8795355673110488,3.5028824015100484,7.416590531176597e-4,22.730265741204022,16.23985815499602,18.49051665209175,4.546053148240804,3.2479716309992046,3.69810333041835,4.7733558056528445,3.4103702125491644,3.8830084969392673,5.910245891055237
26,193,49,active,Mashpee,WaquoitBay,0.043066900223493576,0.10917117446660995,0.255903422832489,0.634016215801239,0.7106420993804932,0.799468994140625,60695.071403079084,60695.071403079084,1290900,195194,1,0.10917117446660995,0.7106420993804932,19519400,1951.94,6.069507140307908,129.09,13510352.709999999,893496.435,36989.32980150582,2446.2599178644764,1474.9410728088467,243.00837592128156,9601.025413205334,1581.845970563974,0.6094288868342831,97.54405519067902,16.071165736486897,634.9561823573863,104.6141256084221,0.04030409490119451,12.046572196333033,5.966888345830565,10.80119340961564,23514.1861329103,11647.008037760514,21083.281463965155,1555.0920048246312,770.2656165632677,1394.3260572472832,66.85501419977757
27,190,49,abandoned,Mashpee,WaquoitBay,0.04174425080418587,0.10656034201383591,0.25118738412857056,0.6320853233337402,0.7105380892753601,0.7989177107810974,21317.19372682096,21317.19372682096,17784800,177847,1,0.10656034201383591,0.7105380892753601,17784700,1778.47,2.1317193726820958,1778.48,12309680.105,12309749.320000002,33702.06736481862,33702.25686516085,1311.7237220697116,615.3360235307715,8746.496581397616,4103.024391241945,1.5809804891164079,1311.7310976437843,615.3394834486985,8746.545761291465,4103.047461771058,1.580989378670289,12.046572196333033,5.966888345830565,10.80119340961564,21424.46725401241,10611.931916409285,19209.598443199127,21424.587719734373,10611.991585292744,19209.706455133226,0
28,158,31,active,Barnstable,PopponessetBay,0.1366511583328247,0.2078927755355835,0.3023344874382019,0.6959337592124939,0.7936258316040039,0.8755345940589905,9681.597499133117,9681.597499133117,44200,441,1,0.2078927755355835,0.7936258316040039,44100,4.41,0.9681597499133117,4.42,30523.815000000002,30593.030000000002,83.56965092402464,83.759151266256,6.345680620284678,6.55437351207057,24.22448806310177,25.021168319867474,0.008631803886859314,6.360069918743373,6.569236037041252,24.279418875036242,25.077905662996425,0.00865137713830344,14.461650047998996,4.762395669610528,7.787956639505174,63.77587671167557,21.00216490298243,34.344888780217815,63.92049321215556,21.049788859678532,34.42276834661287,10.664182829320136
29,191,49,abandoned,Mashpee,WaquoitBay,0.04796544462442398,0.12098602950572968,0.27867716550827026,0.6364550590515137,0.7157935500144958,0.8093454241752625,4228.807820465768,4228.807820465768,443800,4437,1,0.12098602950572968,0.7157935500144958,443700,44.37,0.42288078204657675,44.38,307106.955,307176.17000000004,840.8130184804928,841.0025188227243,37.1556511190448,87.8631820042189,219.82517755359206,519.8277786229127,0.19882980125303598,37.164025167077035,87.88298438916463,219.87472120415632,519.9449361118968,0.19887461301802428,12.046572196333033,5.966888345830565,10.80119340961564,534.5064083512966,264.75083590450214,479.24895158464597,534.6268740732601,264.8105047879605,479.35696351874213,0
30,918,7,active,Wareham,CentervilleRiver,0.4700780212879181,0.7049251794815063,0.9893113374710083,0.9446097016334534,1.141753077507019,1.4560545682907104,8419.501511442017,8419.501511442017,18800,187,1,0.7049251794815063,1.141753077507019,18700,1.87,0.8419501511442017,1.88,12943.205,13012.420000000002,35.43656399726215,35.6260643394935,9.12399110769093,10.836735518476384,14.777944141554237,17.552041675473497,0.004208867229147025,9.172782503988746,10.894685975794443,14.856970580813886,17.64590286090384,0.0042313745405328385,22.730265741204022,16.23985815499602,18.49051665209175,42.505596936051525,30.36853474984256,34.57726613941157,42.73289959346356,30.530933331392518,34.76217130593248,9.273996719838268
31,918,7,active,Wareham,CentervilleRiver,0.830842912197113,1.0361007452011108,1.2569386959075928,1.0947651863098145,1.424281358718872,1.6622514724731445,19140.391339005953,19140.391339005953,71100,710,1,1.0361007452011108,1.424281358718872,71000,7.1,1.9140391339005953,7.11,49142.65,49211.865000000005,134.54524298425736,134.7347433264887,50.916736286157374,26.601721659888334,69.99296031304598,36.56819710389528,0.007029388302530124,50.98844999923647,26.63918887349381,70.09154194728971,36.61970160685851,0.007039288849435097,22.730265741204022,16.23985815499602,18.49051665209175,161.38488676254855,115.30299290047175,131.28266822985142,161.6121894199606,115.46539148202172,131.46757339637233,21.082949656001666
32,189,31,abandoned,Mashpee,PopponessetBay,0.1123354434967041,0.20352528989315033,0.3466046154499054,0.6773713827133179,0.7845340371131897,0.8921427726745605,5274.556415635306,5274.556415635306,7200,71,1,0.20352528989315033,0.7845340371131897,7100,0.71,0.5274556415635305,0.72,4914.265,4983.4800000000005,13.454524298425737,13.644024640657085,1.0001772087367624,1.8962299953261452,3.8554081598940493,7.309445299448326,0.0025508352244641174,1.0142642116767169,1.9229374600490488,3.909709683272839,7.412395233243373,0.002586762481146711,14.461650047998996,4.762395669610528,7.787956639505174,10.267771534079287,3.3813009254234743,5.529449214048673,10.412388034559276,3.42892488211958,5.607328780443725,0
33,189,31,abandoned,Mashpee,PopponessetBay,0.10288234800100327,0.17921236157417297,0.2931135892868042,0.6778238415718079,0.7825987339019775,0.8811439275741577,4986.013268301633,4986.013268301633,11200.000000000002,183,1,0.17921236157417297,0.7825987339019775,18300,1.83,0.4986013268301633,1.12,12666.345,7752.080000000002,34.678562628336756,21.224038329911025,2.269965599963218,4.552666585134114,9.912665560165644,19.880945009081692,0.006955168540927125,1.3892685639119151,2.786331461940005,6.0667679931068434,12.16757290173306,0.00425671517258928,14.461650047998996,4.762395669610528,7.787956639505174,26.464819587838164,8.715184075387265,14.251960650294468,16.197048053758877,5.333883149963792,8.722511436245796,0
34,398,7,active,Barnstable,CentervilleRiver,0.3074021637439728,0.5206469297409058,0.7605206966400146,0.8599377870559692,1.0746550559997559,1.3014687299728394,7158.482220175395,7158.482220175395,196000,1959,1,0.5206469297409058,1.0746550559997559,195900,19.59,0.7158482220175395,19.6,135592.185,135661.4,371.2311704312115,371.42067077344285,70.59565481711088,98.61818838935548,145.71482716430427,203.5554782180265,0.051858921907347526,70.63169139435291,98.66852947582277,145.78920941400528,203.65938606806122,0.0518853940471675,22.730265741204022,16.23985815499602,18.49051665209175,445.2859058701868,318.13882125637207,362.2292212144774,445.51320852759886,318.301219837922,362.4141263809983,7.884996580700997
35,189,31,abandoned,Mashpee,PopponessetBay,0.08316729962825775,0.14355997741222382,0.2323375940322876,0.6633704304695129,0.7651242613792419,0.8592811226844788,22053.36014620631,22053.36014620631,50000,1283,1,0.14355997741222382,0.7651242613792419,128300,12.83,2.205336014620631,5,88802.84500000002,34607.50000000001,243.12893908282,94.7501711156742,12.748534422341216,5.780767346936136,67.94521118900032,30.80945975513327,0.011024575732267441,4.968251918293537,2.2528321694996634,26.479037875682124,12.006804269342663,0.004296405195739455,14.461650047998996,4.762395669610528,7.787956639505174,185.5429701158271,61.10153644110307,99.91948368485137,72.30825023999498,23.811978348052637,38.93978319752587,0
36,189,31,abandoned,Mashpee,PopponessetBay,0.11283242702484131,0.20378446578979492,0.34811607003211975,0.6769536137580872,0.7850677371025085,0.8949726819992065,12068.566420344483,12068.566420344483,60000,599,1,0.20378446578979492,0.7850677371025085,59900,5.99,1.2068566420344482,6,41459.785,41529,113.51070499657769,113.70020533880904,8.448860137984754,7.000715614194376,32.54873959070653,26.969847500559613,0.009405483720521104,8.462965079784393,7.012402952448455,32.60307805413008,27.01487228770579,0.009421185696682242,14.461650047998996,4.762395669610528,7.787956639505174,86.625283787514,28.52675006096706,46.64986027063599,86.76990028799398,28.574374017663168,46.72773983703104,0
37,189,31,abandoned,Mashpee,PopponessetBay,0.10114669799804688,0.17735721170902252,0.2931211292743683,0.6739892959594727,0.7789425253868103,0.8788553476333618,1717.5349564853386,1717.5349564853386,3300,32,1,0.17735721170902252,0.7789425253868103,3200,0.32,0.17175349564853387,0.33,2214.88,2284.0950000000003,6.064010951403149,6.253511293634498,0.3928249410700798,2.2871437905050467,1.7252642206287385,10.045002077624181,0.003530647762658747,0.40510072047851986,2.3586170339583297,1.7791787275233866,10.358908392549937,0.003640980505241833,14.461650047998996,4.762395669610528,7.787956639505174,4.627728015359678,1.523966614275369,2.4921461246416556,4.772344515839669,1.5715905709714741,2.570025691036707,0
38,189,31,abandoned,Mashpee,PopponessetBay,0.10114669799804688,0.17735721170902252,0.2931211292743683,0.6739892959594727,0.7789425253868103,0.8788553476333618,4571.825046679482,4571.825046679482,17500,207,1,0.17735721170902252,0.7789425253868103,20700,2.07,0.4571825046679482,1.75,14327.505000000001,12112.625000000002,39.22657084188912,33.16255989048597,2.541086337547079,5.558144311302269,11.160302927192154,24.411045508615615,0.008580068231259067,2.1482613964769994,4.698914272840082,9.435038706563414,20.637357314047016,0.007253680871837376,14.461650047998996,4.762395669610528,7.787956639505174,29.93561559935792,9.858159036093792,16.12107024377571,25.30788758399824,8.334192421818424,13.628924119134053,0
39,124,7,active,Barnstable,CentervilleRiver,0.8417515754699707,1.1958945989608765,1.6240085363388062,1.2684437036514282,1.8110179901123047,2.312776803970337,61165.80539093996,61165.80539093996,1222100,12220,1,1.1958945989608765,1.8110179901123047,1222000,122.2,6.116580539093996,122.21,845807.3000000002,845876.515,2315.6941820670777,2315.8836824093087,1011.4963818316819,165.36958442167548,1531.7722364683154,250.42950496245825,0.037859293558980656,1011.5791556763488,165.38311712089163,1531.8975860785008,250.44999837530293,0.03786239170084309,22.730265741204022,16.23985815499602,18.49051665209175,2777.6384735751317,1984.5106665405137,2259.541134885612,2777.8657762325433,1984.6730651220637,2259.7260400521327,67.37352298006645
