Lat,Long,NO3,TN,NO3_n,TN_n,dataset,year_start,year_end,years_of_obs,systemtype,siteinfo,TN_imp,NO3_imp
41.578178,-70.573375,0.565,0.851,52,52,MEP,2002,2002,1,lotic,Cape Cod > GBB > Coonamesset River,FALSE,FALSE
41.68197,-70.122065,0.12,0.651,52,52,MEP,2005,2005,1,lotic,Cape Cod > Herring River > Stream 1,FALSE,FALSE
41.680925,-70.098908,0.148,0.606,52,52,MEP,2004,2004,1,lotic,Cape Cod > Herring River > Stream 2,FALSE,FALSE
41.590546,-70.508739,0.204,0.497,52,52,MEP,2002,2002,1,lotic,Cape Cod > JEHU/Waquoit Bay > Quashnet River,FALSE,FALSE
41.652992,-70.251581,0.45,1.035,52,52,MEP,2003,2003,1,lotic,Cape Cod > Lewis Bay > Chase Brook,FALSE,FALSE
41.638792,-70.30766,0.848,1.348,52,52,MEP,2003,2003,1,lotic,Cape Cod > Lewis Bay > Halls Creek,FALSE,FALSE
41.647996,-70.272014,0.643,1.167,52,52,MEP,2003,2003,1,lotic,Cape Cod > Lewis Bay > Hosptial Bog,FALSE,FALSE
41.657379,-70.260958,0.606,1.01,52,52,MEP,2003,2003,1,lotic,Cape Cod > Lewis Bay > Mill Pond,FALSE,FALSE
41.642705,-70.279514,1.14,1.899,52,52,MEP,2003,2003,1,lotic,Cape Cod > Lewis Bay > Snow's Creek,FALSE,FALSE
41.635463,-70.293032,1.166,2.072,52,52,MEP,2003,2003,1,lotic,Cape Cod > Lewis Bay > Stewart's Creek,FALSE,FALSE
41.560109,-70.592263,1.894,2.988,52,52,MEP,2002,2002,1,lotic,Cape Cod > Little Pond > Stream,FALSE,FALSE
41.659699,-70.615392,0.336,0.699,52,52,MEP,2005,2005,1,lotic,Cape Cod > Magansett > Cuffs Pond,FALSE,FALSE
41.79719,-69.991681,0.116,0.86,52,52,MEP,2002,2002,1,lotic,Cape Cod > Namskaket > Cedar Pond,FALSE,FALSE
41.781234,-70.011355,0.352,0.837,52,52,MEP,2002,2002,1,lotic,Cape Cod > Namskaket > Hurley Bog,FALSE,FALSE
41.790525,-70.010195,0.54,1.013,52,52,MEP,2002,2002,1,lotic,Cape Cod > Namskaket > Stream (Little),FALSE,FALSE
41.816839,-69.967575,0.15,1.306,52,52,MEP,2003,2003,1,lotic,Cape Cod > Nauset > Mary Chase Marsh Creek,FALSE,FALSE
41.546347,-70.642002,0.197,1.182,52,52,MEP,2002,2002,1,lotic,Cape Cod > Oyster Pond > Mosquito/Quivett Creek,FALSE,FALSE
41.662197,-70.208777,0.459,1.258,52,52,MEP,2003,2003,1,lotic,Cape Cod > Parkers River > Forest Brook,FALSE,FALSE
41.655168,-70.223601,0.412,0.966,52,52,MEP,2004,2004,1,lotic,Cape Cod > Parkers River > Plashes Brook,FALSE,FALSE
41.726801,-70.602171,0.385,0.749,52,52,MEP,2002,2002,1,lotic,Cape Cod > Phinneys > Back River,FALSE,FALSE
41.768813,-69.977752,0.19,0.796,52,52,MEP,2002,2002,1,lotic,Cape Cod > Pleasant Bay > Kescayo Gansett,FALSE,FALSE
41.756401,-69.970213,0.191,1.618,52,52,MEP,2002,2002,1,lotic,Cape Cod > Pleasant Bay > Paw Wah Pond,FALSE,FALSE
41.706196,-69.984372,0.263,0.851,52,52,MEP,2000,2000,1,lotic,Cape Cod > Pleasant Bay > Ryder Cove,FALSE,FALSE
41.70088,-69.984928,0.127,0.732,52,52,MEP,2000,2000,1,lotic,Cape Cod > Pleasant Bay > Stillwater Pond,FALSE,FALSE
41.73358,-69.991744,0.352,0.687,52,52,MEP,2004,2004,1,lotic,Cape Cod > Pleasant Bay > Tar Kiln,FALSE,FALSE
41.94313,-70.624295,0.144,0.642,52,52,MEP,2003,2003,1,lotic,Cape Cod > Plymouth Duxbury > Eel River,FALSE,FALSE
41.98991,-70.724075,0.517,1.041,52,52,MEP,2003,2003,1,lotic,Cape Cod > Plymouth Duxbury > Jones River,FALSE,FALSE
41.954881,-70.66321,0.729,1.354,52,52,MEP,2003,2003,1,lotic,Cape Cod > Plymouth Duxbury > Town Brook,FALSE,FALSE
41.624684,-70.480654,0.318,0.593,52,52,MEP,2002,2002,1,lotic,Cape Cod > Popponesset > Mashpee River,FALSE,FALSE
41.627395,-70.451724,0.702,1.184,52,52,MEP,2002,2002,1,lotic,Cape Cod > Popponesset > Santuit River,FALSE,FALSE
41.758167,-70.500181,0.025,0.336,52,52,MEP,2006,2006,1,lotic,Cape Cod > Sandwich > Shawme Lake,FALSE,FALSE
41.748438,-70.472085,0.108,0.461,52,52,MEP,2006,2006,1,lotic,Cape Cod > Sandwich > Springhill Creek,FALSE,FALSE
41.74934,-70.440367,0.115,0.68,52,52,MEP,2006,2006,1,lotic,Cape Cod > Scorton > Long Creek,FALSE,FALSE
41.7301677,-70.40601113,0.16,0.627,52,52,MEP,2006,2006,1,lotic,Cape Cod > Scorton > Scorton Creek,FALSE,FALSE
41.685337,-70.130337,0.218,0.635,52,52,MEP,2005,2005,1,lotic,Cape Cod > Swan Pond > Un-Named Creek,FALSE,FALSE
41.626419,-70.428474,0.856,1.137,52,52,MEP,2002,2002,1,lotic,Cape Cod > Three Bays > Little River,FALSE,FALSE
41.656117,-70.416578,0.481,0.799,52,52,MEP,2002,2002,1,lotic,Cape Cod > Three Bays > Marstons Mill River,FALSE,FALSE
41.585572,-70.52713,0.2069,0.258,52,52,MEP,2006,2006,1,lotic,Cape Cod > Waquoit Bay > Childs River,FALSE,FALSE
41.890671,-69.988127,0.223,0.561,52,52,MEP,2004,2004,1,lotic,Cape Cod > Wellfleet > Fresh Brook,FALSE,FALSE
41.876602,-69.993934,1.92,2.613,52,52,MEP,2004,2004,1,lotic,Cape Cod > Wellfleet > Hatches Creek,FALSE,FALSE
41.943477,-70.057246,0.076,1.002,52,52,MEP,2003,2003,1,lotic,Cape Cod > Wellfleet > Herring River,FALSE,FALSE
41.616084,-70.66326084,0.38958333333333334,0.654,52,52,MEP,2002,2002,1,lotic,Cape Cod > WestFalmouth > Mashapaquit Creek,FALSE,FALSE
41.63368451,-70.632034,0.32,0.761,52,52,MEP,2006,2006,1,lotic,Cape Cod > Wild Harbor > Wild Harbor River,FALSE,FALSE
41.346272,-70.719522,0.082,0.677,52,52,MEP,2004,2004,1,lotic,Islands > Chillmark > Fulling Mill Brook East,FALSE,FALSE
41.346272,-70.719522,0.085,0.448,52,52,MEP,2004,2004,1,lotic,Islands > Chillmark > Fulling Mill Brook West,FALSE,FALSE
41.339199,-70.735089,0.093,0.572,52,52,MEP,2004,2004,1,lotic,Islands > Chillmark > Mill Brook,FALSE,FALSE
41.429469,-70.599982,0.157,0.765,52,52,MEP,2003,2003,1,lotic,Islands > Lagoon > Fish Ladder,FALSE,FALSE
41.279708,-70.187384,0.03624775339445108,0.5557988853815831,52,52,MEP,2003,2003,1,lotic,Islands > Madaket Harbor > Long Pond Hither Creek,FALSE,FALSE
41.326807,-70.797453,0.013,0.638,52,52,MEP,2006,2006,1,lotic,Islands > Menemsha > Black Brook,FALSE,FALSE
41.345669,-70.760293,0.078,0.685,52,52,MEP,2006,2006,1,lotic,Islands > Menemsha > Pease Point Brook,FALSE,FALSE
41.352459,-70.762214,0.277,0.775,52,52,MEP,2006,2006,1,lotic,Islands > Menemsha > Un-named Brook,FALSE,FALSE
41.448448,-70.62234,0.122,0.791,52,52,MEP,2003,2003,1,lotic,Islands > Tashmoo > Fish Ladder,FALSE,FALSE
41.382724,-70.67199,0.048,0.491,52,52,MEP,2004,2004,1,lotic,Islands > Tisbury > Mill Brook,FALSE,FALSE
41.377733,-70.677676,0.047,0.45,52,52,MEP,2004,2004,1,lotic,Islands > Tisbury > Tiasquam River,FALSE,FALSE
41.57150281,-70.61268627,0.11,0.6849310795637085,10371,0,PSW,2012,2012,1,lentic,"Falmouth ,  Long Pond Res. Falmouth Water Dept",TRUE,FALSE
41.57593509,-70.47616256,0.57,1.143299551425241,10001,0,PSW,2012,2012,1,lentic,"Mashpee ,  Rock Landing Well #2 Mashpee Water District",TRUE,FALSE
41.57593155,-70.47470981,0.47,1.0436542314553428,10002,0,PSW,2012,2012,1,lentic,"Mashpee ,  Rock Landing Well #3 Mashpee Water District",TRUE,FALSE
41.59176667,-70.59411655,0.48,1.0536187634523326,10005,0,PSW,2012,2012,1,lentic,"Falmouth ,  Mares Pond Well Falmouth Water Dept",TRUE,FALSE
41.59634963,-70.53405221,0.53,1.1034414234372818,10366,0,PSW,2012,2012,1,lentic,"Falmouth ,  Fresh Pond Well Falmouth Water Dept",TRUE,FALSE
41.60144853,-70.51500426,0.65,1.22301580740116,10022,0,PSW,2012,2012,1,lentic,"Mashpee ,  Turner Rd Well #2 Mashpee Water District",TRUE,FALSE
41.60238895,-70.51216684,0.66,1.2329803393981498,10017,0,PSW,2012,2012,1,lentic,"Mashpee ,  Turner Road Well #5 Mashpee Water District",TRUE,FALSE
41.61828898,-70.57363578,0.61,1.1831576794132004,10384,0,PSW,2012,2012,1,lentic,"Falmouth ,  Coonamessett Well Falmouth Water Dept",TRUE,FALSE
41.61957064,-70.5034785,1.09,1.6614552152687132,10019,0,PSW,2012,2012,1,lentic,"Mashpee ,  Mashpee Village Well #6 Mashpee Water District",TRUE,FALSE
41.62263797,-70.43692099,0.84,1.412341915343967,10003,0,PSW,2012,2012,1,lentic,"Barnstable ,  Station #3 Cotuit Fire District  Water Department",TRUE,FALSE
41.62648509,-70.46621644,1.64,2.209504475103154,10003,0,PSW,2012,2012,1,lentic,"Mashpee ,  Quaker Run Well #4 Mashpee Water District",TRUE,FALSE
41.63198445,-70.49295317,0.49,1.0635832954493223,10021,0,PSW,2012,2012,1,lentic,"Mashpee ,  Belcher Well #7 Mashpee Water District",TRUE,FALSE
41.63292634,-70.46830985,1.06,1.6315616192777433,10001,0,PSW,2012,2012,1,lentic,"Mashpee ,  Well # 1 Sea Oaks Condominiums",TRUE,FALSE
41.63269799,-70.4405442,1.4,1.9703557071753979,10004,0,PSW,2012,2012,1,lentic,"Barnstable ,  Station # 2 Cotuit Fire District  Water Department",TRUE,FALSE
41.63451244,-70.43964925,1.6,2.169646347115195,10005,0,PSW,2012,2012,1,lentic,"Barnstable ,  Station # 1 Cotuit Fire District  Water Department",TRUE,FALSE
41.63633174,-70.45930893,3.1,3.6643261466636714,10006,0,PSW,2012,2012,1,lentic,"Barnstable ,  Station #5 Cotuit Fire District  Water Department",TRUE,FALSE
41.63579694,-70.39055116,1.8,2.3689369870549917,10026,0,PSW,2012,2012,1,lentic,"Barnstable ,  Well 1 Mcshane Centerville Osterville Marstons Mills Wd",TRUE,FALSE
41.63649437,-70.43722451,0.94,1.5119872353138653,10002,0,PSW,2012,2012,1,lentic,"Barnstable ,  Station # 4 Cotuit Fire District  Water Department",TRUE,FALSE
41.63893214,-70.39373052,1.9,2.46858230702489,10002,0,PSW,2012,2012,1,lentic,"Barnstable ,  Gp Well # 10  Davis Centerville Osterville Marstons Mills Wd",TRUE,FALSE
41.63912597,-70.30843348,4.266666666666667,4.82685487964582,10003,0,PSW,2012,2012,1,lentic,"Barnstable ,  Hyannisport Hyannis Water System, Town Of Barnstable",TRUE,FALSE
41.64069843,-70.30709805,3.5,4.062907426543265,10011,0,PSW,2012,2012,1,lentic,"Barnstable ,  Simmons Pond Hyannis Water System, Town Of Barnstable",TRUE,FALSE
41.6416124,-70.38759532,2.8,3.365390186753976,10000,0,PSW,2012,2012,1,lentic,"Barnstable ,  Arena Wells #3 & #4 Centerville Osterville Marstons Mills Wd",TRUE,FALSE
41.64454962,-70.3224976,1.8,2.3689369870549917,10001,0,PSW,2012,2012,1,lentic,"Barnstable ,  Gp Well  8  Craigville Centerville Osterville Marstons Mills Wd",TRUE,FALSE
41.64465744,-70.30950313,0.11,0.6849310795637085,10022,0,PSW,2012,2012,1,lentic,"Barnstable ,  Straightway Well #2 Hyannis Water System, Town Of Barnstable",TRUE,FALSE
41.64516266,-70.32148206,2.6,3.1660995468141793,10003,0,PSW,2012,2012,1,lentic,"Barnstable ,  Gp Well # 11  Craigville Centerville Osterville Marstons Mills Wd",TRUE,FALSE
41.64684369,-70.32153888,2.6,3.1660995468141793,10013,0,PSW,2012,2012,1,lentic,"Barnstable ,  Gp Well # 7  Craigville Centerville Osterville Marstons Mills Wd",TRUE,FALSE
41.65198374,-70.42273536,0.4,0.9739025074764138,10006,0,PSW,2012,2012,1,lentic,"Barnstable ,  Gp Well # 14  Hayden Centerville Osterville Marstons Mills Wd",TRUE,FALSE
41.65222321,-70.43231516,0.11,0.6849310795637085,10021,0,PSW,2012,2012,1,lentic,"Barnstable ,  Gp Well #21 Hayden Centerville Osterville Marstons Mills Wd",TRUE,FALSE
41.65354844,-70.4342256,0.11,0.6849310795637085,10022,0,PSW,2012,2012,1,lentic,"Barnstable ,  Gp Well #22 Hayden Centerville Osterville Marstons Mills Wd",TRUE,FALSE
41.65361198,-70.42198046,0.25,0.8244345275215662,10007,0,PSW,2012,2012,1,lentic,"Barnstable ,  Gp Well # 15  Hayden Centerville Osterville Marstons Mills Wd",TRUE,FALSE
41.65354968,-70.37056519,3.966666666666667,4.527918919736124,10014,0,PSW,2012,2012,1,lentic,"Barnstable ,  Gp Well # 9  Lumbert Mill Centerville Osterville Marstons Mills Wd",TRUE,FALSE
41.6546508,-70.42697511,1,1.5717744272958045,10009,0,PSW,2012,2012,1,lentic,"Barnstable ,  Gp Well # 17  Hayden Centerville Osterville Marstons Mills Wd",TRUE,FALSE
41.65423749,-70.37165347,4.2,4.760424666332554,10012,0,PSW,2012,2012,1,lentic,"Barnstable ,  Gp Well # 5  Lumbert Mill Centerville Osterville Marstons Mills Wd",TRUE,FALSE
41.65493836,-70.43055785,0.77,1.342590191365038,10020,0,PSW,2012,2012,1,lentic,"Barnstable ,  Gp Well # 20  Hayden Centerville Osterville Marstons Mills Wd",TRUE,FALSE
41.65708284,-70.42695044,1.7,2.2692916670850933,10010,0,PSW,2012,2012,1,lentic,"Barnstable ,  Gp Well # 18  Hayden Centerville Osterville Marstons Mills Wd",TRUE,FALSE
41.66159786,-70.60383256,0.2,0.774611867536617,10008,0,PSW,2012,2012,1,lentic,"Bourne ,  Well # 5 Bourne Water District",TRUE,FALSE
41.66342933,-70.6040114,0.18,0.7546828035426373,10005,0,PSW,2012,2012,1,lentic,"Bourne ,  Well # 2 Bourne Water District",TRUE,FALSE
41.66241327,-70.46008341,2.1,2.667872946964687,10002,0,PSW,2012,2012,1,lentic,"Mashpee ,  Well # 1 Beechwood Point Condos",TRUE,FALSE
41.66066746,-70.2716294,0.53,1.1034414234372818,10013,0,PSW,2012,2012,1,lentic,"Barnstable ,  Maher Well # 2 Hyannis Water System, Town Of Barnstable",TRUE,FALSE
41.66611671,-70.53001112,0.01,0.58528575959381,10000,0,PSW,2012,2012,1,lentic,"Falmouth ,  Gp Well J Otis Air National Guard Base",TRUE,FALSE
41.66683795,-70.38088666,3,3.564680826693773,10005,0,PSW,2012,2012,1,lentic,"Barnstable ,  Gp Well # 13  Murray Centerville Osterville Marstons Mills Wd",TRUE,FALSE
41.66727646,-70.38198602,3.6,4.162552746513163,10004,0,PSW,2012,2012,1,lentic,"Barnstable ,  Gp Well # 12  Murray Centerville Osterville Marstons Mills Wd",TRUE,FALSE
41.66621087,-70.2430432,0.29,0.8642926555095256,10007,0,PSW,2012,2012,1,lentic,"Yarmouth ,  Gp Well # 17 Yarmouth Water Department",TRUE,FALSE
41.66670623,-70.24754347,0.17,0.7447182715456475,10004,0,PSW,2012,2012,1,lentic,"Yarmouth ,  Gp Well # 14 Yarmouth Water Department",TRUE,FALSE
41.67029913,-70.2380818,1.5,2.0700010271452967,10029,0,PSW,2012,2012,1,lentic,"Yarmouth ,  Gp Well # 18 Yarmouth Water Department",TRUE,FALSE
41.67118467,-70.27784793,0.22,0.7945409315305967,10000,0,PSW,2012,2012,1,lentic,"Barnstable ,  Airport # 1 Hyannis Water System, Town Of Barnstable",TRUE,FALSE
41.67122267,-70.20335374,3.9,4.461488706422859,10018,0,PSW,2012,2012,1,lentic,"Yarmouth ,  Gp Well # 4 Yarmouth Water Department",TRUE,FALSE
41.67309797,-70.23829679,0.68,1.2529094033921295,10003,0,PSW,2012,2012,1,lentic,"Yarmouth ,  Gp Well # 13 Yarmouth Water Department",TRUE,FALSE
41.67506391,-70.27999866,0.01,0.58528575959381,10007,0,PSW,2012,2012,1,lentic,"Barnstable ,  Mary Dunn Well # 1 Hyannis Water System, Town Of Barnstable",TRUE,FALSE
41.67501852,-70.25200008,0.4,0.9739025074764138,10016,0,PSW,2011,2011,1,lentic,"Yarmouth ,  Gp Well # 24 Yarmouth Water Department",TRUE,FALSE
41.67812473,-70.52414472,0.12,0.6948956115606982,10005,0,PSW,2012,2012,1,lentic,"Sandwich ,  Gp Well # 5 Sandwich Water District",TRUE,FALSE
41.67599486,-70.27890786,0.31,0.8842217195035053,10008,0,PSW,2012,2012,1,lentic,"Barnstable ,  Mary Dunn Well # 2 Hyannis Water System, Town Of Barnstable",TRUE,FALSE
41.67605174,-70.21888557,3.433333333333334,3.9964772132300004,10002,0,PSW,2012,2012,1,lentic,"Yarmouth ,  Gp Well # 11 Yarmouth Water Department",TRUE,FALSE
41.67753998,-70.28092954,0.25,0.8244345275215662,10009,0,PSW,2012,2012,1,lentic,"Barnstable ,  Mary Dunn Well # 3 Hyannis Water System, Town Of Barnstable",TRUE,FALSE
41.67863412,-70.2538764,0.48,1.0536187634523326,10012,0,PSW,2012,2012,1,lentic,"Yarmouth ,  Gp Well # 20 Yarmouth Water Department",TRUE,FALSE
41.67824728,-70.21749786,2.066666666666666,2.6346578403080536,10001,0,PSW,2012,2012,1,lentic,"Yarmouth ,  Gp Well # 10 Yarmouth Water Department",TRUE,FALSE
