SUBW_NAME,ele5pct,Travel_Tim,CRANBERRY_1,ACTIVE_0,ACTIVE_1
PleasantBay,GT5%,LT10,56590.99917574189,0.0,56590.99917574189
PleasantBay,LE5%,LT10,1.4261808643576583,0.0,1.4261808643576583
PlymouthHarbor,GT5%,LT10,288917.9300485351,22343.985431079673,266573.9446174555
PocassetHarbor,GT5%,LT10,286761.7804971264,0.0,286761.7804971264
PolpisHarbor,GT5%,LT10,158502.47837767724,0.0,158502.47837767724
PrinceCove,GT5%,GT10,49162.45085748578,49157.24328530703,5.207572178752425
PrinceCove,LE5%,GT10,2.7957789932659494,2.7957789932659494,0.0
PrinceCoveArm,GT5%,GT10,9096.025322357556,0.0,9096.025322357556
PrinceCoveArm,GT5%,LT10,20955.607990268072,0.0,20955.607990268072
PrinceCoveArm,LE5%,GT10,3.1354069951227865,0.0,3.1354069951227865
QuakerRun,GT5%,LT10,21005.56245649645,0.0,21005.56245649645
QuakerRun,LE5%,LT10,27724.226564557805,0.0,27724.226564557805
RoseBrook,GT5%,LT10,445850.27779422887,0.0,445850.27779422887
RoseBrook,LE5%,LT10,98795.24593700602,0.0,98795.24593700602
RoundCove,GT5%,LT10,7005.439263530321,0.0,7005.439263530321
SIlverLake,GT5%,LT10,293140.17269365105,222432.54902329505,70707.62367035604
SandyPond,GT5%,LT10,206.76445058654548,0.0,206.76445058654548
SandyPond,LE5%,LT10,94.90717923168658,0.0,94.90717923168658
SantuitPond,GT5%,LT10,10264.470295366777,0.0,10264.470295366777
SantuitPond,LE5%,LT10,25546.27837291031,0.0,25546.27837291031
SantuitRiver,GT5%,LT10,110497.5670797574,100813.3936568033,9684.173422954107
SantuitRiver,LE5%,LT10,6.893902574112183,6.893902574112183,0.0
ScortonCreek,GT5%,LT10,34657.915762124896,0.0,34657.915762124896
ScudderBayBumpsRiver,GT5%,LT10,19154.842115037787,0.0,19154.842115037787
SeymourPond,GT5%,GT10,5781.540360923331,0.0,5781.540360923331
SeymourPond,LE5%,GT10,347.16685510112006,0.0,347.16685510112006
SmeltPond,GT5%,LT10,25993.248030622966,0.0,25993.248030622966
SmeltPond,LE5%,LT10,5874.646638400813,0.0,5874.646638400813
SpectaclePond,GT5%,LT10,3.2308139904362942,0.0,3.2308139904362942
SpectaclePond,LE5%,LT10,999.8632912153996,0.0,999.8632912153996
SpoonerPondStream,GT5%,LT10,14466.336144503746,0.0,14466.336144503746
SpringHillCreek,GT5%,LT10,1.8233405284040711,0.0,1.8233405284040711
SpringHillCreek,LE5%,LT10,29070.503448084313,0.0,29070.503448084313
SulfurSprings,GT5%,LT10,59500.14646308875,0.0,59500.14646308875
SwanPond,GT5%,GT10,224.9653080230968,0.0,224.9653080230968
SwanPond,GT5%,LT10,9928.166492246572,0.0,9928.166492246572
TownBrookGauge,GT5%,LT10,56808.96446427507,0.0,56808.96446427507
TroutPondChatham,GT5%,LT10,6121.014084935115,0.0,6121.014084935115
UpperAcushnetRiver,GT5%,LT10,115927.38240548933,36361.79825709918,79565.58414839015
UpperAcushnetRiver,LE5%,LT10,11468.200304334523,0.0,11468.200304334523
UpperCoonamessettRiver,GT5%,LT10,27479.05446783581,0.0,27479.05446783581
UpperCoonamessettRiver,LE5%,LT10,66625.89468829664,0.0,66625.89468829664
UpperHerringRiver,GT5%,LT10,102520.12583877357,0.0,102520.12583877357
UpperMarstonsMillsCranberyBogs,GT5%,LT10,44951.728103495996,0.0,44951.728103495996
UpperMarstonsMillsCranberyBogs,LE5%,LT10,218565.8668860828,0.0,218565.8668860828
UpperQuashnetRiver,GT5%,LT10,125661.86859748099,36747.86925820609,88913.9993392749
WankincoRN,GT5%,GT10,72236.55070393828,0.0,72236.55070393828
WankincoRN,GT5%,LT10,1521196.9480140554,0.0,1521196.9480140554
WankincoRN,LE5%,LT10,114378.53885325247,0.0,114378.53885325247
WarehamRiverSouth,GT5%,LT10,1464.4263390985243,1464.4263390985243,0.0
WarehamRiverWest,GT5%,LT10,34354.054247784734,34354.054247784734,0.0
WarehamRiverWest,LE5%,LT10,96.89962336985542,96.89962336985542,0.0
WellElectricStationBarnstableCotuit,GT5%,LT10,360.1876808737709,360.1876808737709,0.0
WellElectricStationBarnstableCotuit,LE5%,LT10,2705.114159083192,2705.114159083192,0.0
WellNWDennis,GT5%,LT10,112.75117006187898,25.330609812038645,87.42056024984034
WellNWDennis,LE5%,LT10,38658.75763381126,27344.784763021853,11313.97287078941
WestReservoir,GT5%,GT10,64827.742259319115,0.0,64827.742259319115
WestReservoir,GT5%,LT10,117908.30244155825,0.0,117908.30244155825
WestReservoir,LE5%,LT10,17.374395242552293,0.0,17.374395242552293
WhiteIslandPond,GT5%,GT10,8095.504845562363,0.0,8095.504845562363
WhiteIslandPond,GT5%,LT10,387745.5911887288,0.0,387745.5911887288
WhiteIslandPond,LE5%,GT10,3.596012777321083,0.0,3.596012777321083
WhiteIslandPond,LE5%,LT10,0.012349230033303127,0.0,0.012349230033303127
WildHarborRiver,GT5%,LT10,49995.64940657283,0.0,49995.64940657283
WychmereHarbor,GT5%,LT10,29073.517840586344,0.0,29073.517840586344
WychmereHarbor,LE5%,LT10,0.21386878957410999,0.0,0.21386878957410999
bogstream,GT5%,LT10,216454.0732148286,0.0,216454.0732148286
bogstream,LE5%,LT10,20537.606371235164,0.0,20537.606371235164
